Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned, Property Value , Property Lost , Contents Value , Contents Lost 
17-0005299,100,"Assembly, other.",Assembly,321,Medical,EMS,None,7/14/2017 19:47,7/14/2017 19:47,7/14/2017 19:51,7/14/2017 20:09,0:04:05,0:21:55,C,3,1,4, $-   , $-   , $-   , $-   
17-0005300,100,"Assembly, other.",Assembly,311,Medical,EMS,None,7/14/2017 20:12,7/14/2017 20:12,7/14/2017 20:14,7/14/2017 20:27,0:02:14,0:15:20,C,3,1,4, $-   , $-   , $-   , $-   
17-0005301,419,1- or 2-family dwelling.,Residential,671,No Hazard,GOOD INTENT,None,7/14/2017 20:13,7/14/2017 20:13,7/14/2017 20:18,7/14/2017 20:23,0:04:26,0:09:59,C,4,1,4, $-   , $-   , $-   , $-   
17-0005302,961,Highway or divided highway.,Outside,622,No Hazard,GOOD INTENT,Automatic Aid Received,7/14/2017 20:21,7/14/2017 20:20,7/14/2017 20:24,7/14/2017 20:32,0:03:23,0:11:52,C,1,2,7, $-   , $-   , $-   , $-   
17-0005304,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,7/14/2017 21:25,7/14/2017 21:25,7/14/2017 21:31,7/14/2017 21:35,0:05:41,0:10:38,C,3,1,4, $-   , $-   , $-   , $-   
17-0005305,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,7/14/2017 22:02,7/14/2017 22:01,7/14/2017 22:05,7/14/2017 22:37,0:04:06,0:36:02,C,9,2,7, $-   , $-   , $-   , $-   
17-0005307,131,"Church, mosque.",Assembly,743,No Hazard,ALARM,None,7/15/2017 8:22,7/15/2017 8:21,7/15/2017 8:25,7/15/2017 8:37,0:04:05,0:15:54,A,9,3,11, $-   , $-   , $-   , $-   
17-0005308,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,7/15/2017 9:20,7/15/2017 9:19,7/15/2017 9:26,7/15/2017 9:30,0:06:29,0:10:27,A,5,2,7, $-   , $-   , $-   , $-   
17-0005309,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/15/2017 9:21,7/15/2017 9:20,7/15/2017 9:25,7/15/2017 9:42,0:05:13,0:22:21,A,2,1,3, $-   , $-   , $-   , $-   
17-0005310,960,"Street, other.",Outside,463,Hazard,MVA,Automatic Aid Received,7/15/2017 10:37,7/15/2017 10:36,7/15/2017 10:41,7/15/2017 10:52,0:05:03,0:16:01,A,6,2,7, $-   , $-   , $-   , $-   
17-0005311,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,7/15/2017 11:15,7/15/2017 11:15,7/15/2017 11:24,7/15/2017 11:24,0:08:59,0:09:21,A,8,2,7, $-   , $-   , $-   , $-   
17-0005312,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,7/15/2017 15:17,7/15/2017 15:17,7/15/2017 15:20,7/15/2017 15:36,0:03:16,0:19:04,A,9,1,4, $-   , $-   , $-   , $-   
17-0005313,599,Business office.,Business,321,Medical,EMS,None,7/15/2017 15:57,7/15/2017 15:56,7/15/2017 16:01,7/15/2017 16:11,0:04:54,0:14:33,A,3,1,4, $-   , $-   , $-   , $-   
17-0005314,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/15/2017 16:00,7/15/2017 15:59,7/15/2017 16:08,7/15/2017 16:25,0:08:34,0:25:59,A,6,2,7, $-   , $-   , $-   , $-   
17-0005315,961,Highway or divided highway.,Outside,622,No Hazard,GOOD INTENT,Automatic Aid Given,7/15/2017 17:21,7/15/2017 17:19,7/15/2017 17:24,7/15/2017 17:31,0:04:52,0:11:39,A,WWFD,2,7, $-   , $-   , $-   , $-   
17-0005316,213,Elementary school.,Educational,622,No Hazard,GOOD INTENT,None,7/15/2017 17:48,7/15/2017 17:47,7/15/2017 17:52,7/15/2017 17:54,0:05:13,0:07:34,A,3,1,4, $-   , $-   , $-   , $-   
17-0005317,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,7/15/2017 18:34,7/15/2017 18:34,7/15/2017 18:39,7/15/2017 19:00,0:05:34,0:26:11,A,9,2,7, $-   , $-   , $-   , $-   
17-0005319,581,Department or discount store.,Business,321,Medical,EMS,None,7/15/2017 22:43,7/15/2017 22:43,7/15/2017 22:45,7/15/2017 23:02,0:02:22,0:19:31,A,3,1,4, $-   , $-   , $-   , $-   
17-0005320,429,Multifamily dwelling.,Residential,733,No Hazard,ALARM,None,7/16/2017 1:56,7/16/2017 1:55,7/16/2017 2:01,7/16/2017 2:22,0:05:49,0:27:22,A,5,3,11, $-   , $-   , $-   , $-   
17-0005321,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/16/2017 2:52,7/16/2017 2:51,7/16/2017 2:55,7/16/2017 3:07,0:04:10,0:16:15,A,4,1,4, $-   , $-   , $-   , $-   
17-0005322,419,1- or 2-family dwelling.,Residential,444,Hazard,HAZARDOUS CONDITION,None,7/16/2017 3:49,7/16/2017 3:48,7/16/2017 3:54,7/16/2017 4:51,0:06:15,1:03:52,A,2,4,11, $-   , $-   , $-   , $-   
17-0005323,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/16/2017 4:09,7/16/2017 4:09,7/16/2017 4:15,7/16/2017 4:30,0:06:35,0:21:34,A,1,1,4, $-   , $-   , $-   , $-   
17-0005325,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,7/16/2017 8:35,7/16/2017 8:34,7/16/2017 8:38,7/16/2017 8:51,0:04:15,0:17:27,C,9,1,4, $-   , $-   , $-   , $-   
17-0005326,131,"Church, mosque.",Assembly,321,Medical,EMS,None,7/16/2017 10:42,7/16/2017 10:41,7/16/2017 10:45,7/16/2017 10:52,0:03:33,0:10:21,C,4,1,4, $-   , $-   , $-   , $-   
17-0005327,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/16/2017 13:35,7/16/2017 13:34,7/16/2017 13:39,7/16/2017 13:46,0:04:41,0:11:41,C,4,1,4, $-   , $-   , $-   , $-   
17-0005328,449,"Hotel/Motel, commercial.",Residential,735,No Hazard,ALARM,None,7/16/2017 14:44,7/16/2017 14:43,7/16/2017 14:46,7/16/2017 14:58,0:03:14,0:14:59,C,3,3,11, $-   , $-   , $-   , $-   
17-0005329,419,1- or 2-family dwelling.,Residential,814,Hazard,NATURAL DISASTER,Automatic Aid Received,7/16/2017 14:56,7/16/2017 14:55,7/16/2017 15:00,7/16/2017 15:33,0:05:35,0:38:07,C,9,7,23, $-   , $-   , $-   , $-   
17-0005330,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,7/16/2017 18:16,7/16/2017 18:16,7/16/2017 18:20,7/16/2017 18:25,0:04:23,0:08:53,C,7,1,3, $-   , $-   , $-   , $-   
17-0005331,419,1- or 2-family dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,7/16/2017 18:41,7/16/2017 18:40,7/16/2017 18:46,7/16/2017 19:08,0:05:39,0:27:52,C,8,6,19,"$531,771 ",$150 , $-   , $-   
17-0005332,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,7/16/2017 18:54,7/16/2017 18:54,7/16/2017 18:59,7/16/2017 19:09,0:05:38,0:15:15,C,9,1,4, $-   , $-   , $-   , $-   
17-0005333,419,1- or 2-family dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,7/16/2017 20:15,7/16/2017 20:15,7/16/2017 20:20,7/16/2017 20:58,0:05:29,0:43:52,C,4,6,19,"$118,106 ",$150 ,"$20,000 ",$150 
17-0005335,599,Business office.,Business,512,No Hazard,ASSIST,None,7/16/2017 20:22,7/16/2017 20:22,7/16/2017 20:28,7/16/2017 20:33,0:06:32,0:11:18,C,7,1,3, $-   , $-   , $-   , $-   
17-0005336,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/16/2017 20:34,7/16/2017 20:34,7/16/2017 20:39,7/16/2017 21:09,0:05:35,0:35:37,C,4,1,4, $-   , $-   , $-   , $-   
17-0005337,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/16/2017 21:00,7/16/2017 21:00,7/16/2017 21:07,7/16/2017 21:28,0:06:45,0:27:34,C,3,1,3, $-   , $-   , $-   , $-   
17-0005338,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/16/2017 22:34,7/16/2017 22:34,7/16/2017 22:40,7/16/2017 22:59,0:05:59,0:24:50,C,8,1,4, $-   , $-   , $-   , $-   
17-0005339,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/17/2017 1:42,7/17/2017 1:42,7/17/2017 1:47,7/17/2017 1:53,0:05:27,0:11:07,C,2,1,3, $-   , $-   , $-   , $-   
17-0005340,311,"Nursing homes licensed by the State,.",Health Care or Detention,735,No Hazard,ALARM,None,7/17/2017 2:00,7/17/2017 1:59,7/17/2017 2:02,7/17/2017 2:50,0:03:12,0:51:23,C,3,2,7, $-   , $-   , $-   , $-   
17-0005341,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/17/2017 3:06,7/17/2017 3:06,7/17/2017 3:10,7/17/2017 3:20,0:04:47,0:14:04,C,3,1,4, $-   , $-   , $-   , $-   
17-0005342,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,7/17/2017 5:36,7/17/2017 5:36,,7/17/2017 5:40,,0:04:35,C,6,1,3, $-   , $-   , $-   , $-   
17-0005344,961,Highway or divided highway.,Outside,652,No Hazard,GOOD INTENT,Automatic Aid Given,7/17/2017 8:37,7/17/2017 8:35,7/17/2017 8:44,7/17/2017 9:04,0:08:44,0:28:53,A,WWFD,2,7, $-   , $-   , $-   , $-   
17-0005345,311,"Nursing homes licensed by the State,.",Health Care or Detention,745,No Hazard,ALARM,None,7/17/2017 8:46,7/17/2017 8:45,7/17/2017 8:48,7/17/2017 9:06,0:03:55,0:21:36,A,3,2,7, $-   , $-   , $-   , $-   
17-0005346,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/17/2017 9:04,7/17/2017 9:03,7/17/2017 9:06,7/17/2017 9:23,0:02:56,0:19:55,A,3,1,3, $-   , $-   , $-   , $-   
17-0005347,400,"Residential, other.",Residential,321,Medical,EMS,None,7/17/2017 9:19,7/17/2017 9:19,7/17/2017 9:22,7/17/2017 9:33,0:03:17,0:14:36,A,4,1,4, $-   , $-   , $-   , $-   
17-0005348,962,"Residential street, road.",Outside,622,No Hazard,GOOD INTENT,Automatic Aid Given,7/17/2017 9:44,7/17/2017 9:43,7/17/2017 9:52,7/17/2017 9:56,0:09:20,0:13:36,A,WWFD,1,4, $-   , $-   , $-   , $-   
17-0005349,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/17/2017 9:53,7/17/2017 9:52,7/17/2017 9:57,7/17/2017 10:03,0:04:29,0:11:00,A,5,1,4, $-   , $-   , $-   , $-   
17-0005350,141,Athletic or health club.,Assembly,331,No Hazard,ASSIST,None,7/17/2017 10:15,7/17/2017 10:13,7/17/2017 10:19,7/17/2017 10:22,0:06:27,0:09:27,A,5,1,4, $-   , $-   , $-   , $-   
17-0005351,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,7/17/2017 11:33,7/17/2017 11:32,7/17/2017 11:37,7/17/2017 11:58,0:04:08,0:25:29,A,6,1,4, $-   , $-   , $-   , $-   
17-0005352,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,7/17/2017 13:10,7/17/2017 13:07,7/17/2017 13:14,7/17/2017 13:20,0:06:55,0:12:26,A,8,2,7, $-   , $-   , $-   , $-   
17-0005353,569,"Professional supplies, services.",Business,463,Hazard,MVA,None,7/17/2017 14:00,7/17/2017 14:00,7/17/2017 14:07,7/17/2017 14:42,0:07:21,0:42:25,A,3,2,7, $-   , $-   , $-   , $-   
17-0005354,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,7/17/2017 14:24,7/17/2017 14:24,7/17/2017 14:26,7/17/2017 14:39,0:02:09,0:14:58,A,7,1,3, $-   , $-   , $-   , $-   
17-0005355,960,"Street, other.",Outside,611,No Hazard,GOOD INTENT,None,7/17/2017 15:35,7/17/2017 15:34,,7/17/2017 15:35,,0:00:10,A,4,2,8, $-   , $-   , $-   , $-   
17-0005356,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,7/17/2017 15:40,7/17/2017 15:39,,7/17/2017 15:41,,0:02:20,A,MVFD,1,4, $-   , $-   , $-   , $-   
17-0005357,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,7/17/2017 17:18,7/17/2017 17:18,,7/17/2017 17:19,,0:01:07,A,8,1,5, $-   , $-   , $-   , $-   
17-0005358,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,7/17/2017 17:30,7/17/2017 17:29,7/17/2017 17:34,7/17/2017 17:47,0:04:39,0:17:22,A,3,1,4, $-   , $-   , $-   , $-   
17-0005359,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,7/17/2017 18:02,7/17/2017 18:01,7/17/2017 18:04,7/17/2017 18:36,0:02:57,0:34:42,A,3,1,4, $-   , $-   , $-   , $-   
17-0005360,599,Business office.,Business,745,No Hazard,ALARM,None,7/17/2017 19:41,7/17/2017 19:40,7/17/2017 19:49,7/17/2017 19:59,0:09:22,0:19:12,A,1,1,4, $-   , $-   , $-   , $-   
17-0005361,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/17/2017 20:24,7/17/2017 20:24,7/17/2017 20:27,7/17/2017 20:47,0:03:44,0:23:01,A,1,1,4, $-   , $-   , $-   , $-   
17-0005362,500,"Mercantile, business, other.",Business,743,No Hazard,ALARM,None,7/17/2017 20:29,7/17/2017 20:28,7/17/2017 20:32,7/17/2017 21:19,0:04:08,0:51:15,A,9,8,25, $-   , $-   , $-   , $-   
17-0005363,429,Multifamily dwelling.,Residential,814,Hazard,NATURAL DISASTER,Mutual Aid Given,7/17/2017 21:17,7/17/2017 21:15,7/17/2017 21:22,7/17/2017 21:43,0:07:33,0:28:40,A,8,7,23, $-   , $-   , $-   , $-   
17-0005364,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/17/2017 21:18,7/17/2017 21:18,7/17/2017 21:23,7/17/2017 21:37,0:04:42,0:18:33,A,9,2,9, $-   , $-   , $-   , $-   
17-0005365,419,1- or 2-family dwelling.,Residential,671,No Hazard,GOOD INTENT,None,7/17/2017 21:31,7/17/2017 21:30,7/17/2017 21:39,7/17/2017 21:50,0:08:59,0:20:08,A,5,4,13, $-   , $-   , $-   , $-   
17-0005366,519,"Food and beverage sales, grocery store.",Business,735,No Hazard,ALARM,None,7/17/2017 21:46,7/17/2017 21:46,7/17/2017 21:49,7/17/2017 22:05,0:03:21,0:18:43,A,7,1,4, $-   , $-   , $-   , $-   
17-0005367,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/18/2017 0:17,7/18/2017 0:17,7/18/2017 0:23,7/18/2017 0:40,0:06:43,0:23:18,A,8,1,5, $-   , $-   , $-   , $-   
17-0005368,700,"Manufacturing, processing.",Manufacturing,321,Medical,EMS,None,7/18/2017 0:33,7/18/2017 0:33,7/18/2017 0:40,7/18/2017 0:56,0:07:13,0:23:08,A,1,1,4, $-   , $-   , $-   , $-   
17-0005369,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,7/18/2017 2:30,7/18/2017 2:30,,7/18/2017 2:33,,0:03:38,A,7,1,3, $-   , $-   , $-   , $-   
17-0005370,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/18/2017 5:46,7/18/2017 5:45,7/18/2017 5:53,7/18/2017 6:28,0:07:46,0:43:02,A,7,2,7, $-   , $-   , $-   , $-   
17-0005371,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/18/2017 5:48,7/18/2017 5:48,7/18/2017 5:54,7/18/2017 6:17,0:06:23,0:28:59,A,4,1,4, $-   , $-   , $-   , $-   
17-0005372,213,Elementary school.,Educational,733,No Hazard,ALARM,None,7/18/2017 6:24,7/18/2017 6:23,7/18/2017 6:30,7/18/2017 6:46,0:06:45,0:22:19,A,7,4,16, $-   , $-   , $-   , $-   
17-0005373,962,"Residential street, road.",Outside,324,Hazard,MVA,None,7/18/2017 6:59,7/18/2017 6:58,7/18/2017 7:02,7/18/2017 7:51,0:03:56,0:53:24,A,8,2,8, $-   , $-   , $-   , $-   
17-0005374,213,Elementary school.,Educational,735,No Hazard,ALARM,None,7/18/2017 7:36,7/18/2017 7:35,7/18/2017 7:41,7/18/2017 8:34,0:06:05,0:59:43,B,7,3,13, $-   , $-   , $-   , $-   
17-0005375,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,None,7/18/2017 8:15,7/18/2017 8:13,7/18/2017 8:19,7/18/2017 8:24,0:05:46,0:10:59,B,5,2,9, $-   , $-   , $-   , $-   
17-0005376,449,"Hotel/Motel, commercial.",Residential,611,No Hazard,GOOD INTENT,Automatic Aid Given,7/18/2017 8:45,7/18/2017 8:44,7/18/2017 8:45,7/18/2017 8:51,0:01:15,0:06:27,B,MVFD,3,8, $-   , $-   , $-   , $-   
17-0005377,400,"Residential, other.",Residential,321,Medical,EMS,None,7/18/2017 9:31,7/18/2017 9:31,7/18/2017 9:35,7/18/2017 9:48,0:04:17,0:16:59,B,4,1,4, $-   , $-   , $-   , $-   
17-0005378,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/18/2017 9:58,7/18/2017 9:57,7/18/2017 10:02,7/18/2017 10:16,0:05:04,0:18:27,B,4,1,4, $-   , $-   , $-   , $-   
17-0005379,599,Business office.,Business,321,Medical,EMS,None,7/18/2017 10:11,7/18/2017 10:11,7/18/2017 10:17,7/18/2017 10:27,0:06:10,0:16:20,B,3,1,4, $-   , $-   , $-   , $-   
17-0005380,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,7/18/2017 10:26,7/18/2017 10:25,7/18/2017 10:32,7/18/2017 10:48,0:07:34,0:23:34,B,3,5,15, $-   , $-   , $-   , $-   
17-0005382,599,Business office.,Business,131,Fire,VEHICLE,None,7/18/2017 12:24,7/18/2017 12:22,7/18/2017 12:27,7/18/2017 13:00,0:05:03,0:37:55,B,8,1,5,"$4,000 ","$4,000 ",$150 ,$50 
17-0005383,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/18/2017 13:49,7/18/2017 13:49,7/18/2017 13:52,7/18/2017 14:21,0:03:01,0:31:55,B,CSFD,2,7, $-   , $-   , $-   , $-   
17-0005384,UUU,Undetermined.,Other,324,Hazard,MVA,Automatic Aid Given,7/18/2017 17:36,7/18/2017 17:35,7/18/2017 17:42,7/18/2017 17:45,0:06:59,0:10:04,B,RFD,4,11, $-   , $-   , $-   , $-   
17-0005385,449,"Hotel/Motel, commercial.",Residential,443,Hazard,HAZARDOUS CONDITION,None,7/18/2017 17:42,7/18/2017 17:41,7/18/2017 17:45,7/18/2017 18:44,0:04:06,1:03:19,B,3,8,25, $-   , $-   , $-   , $-   
17-0005386,962,"Residential street, road.",Outside,321,Medical,EMS,None,7/18/2017 20:20,7/18/2017 20:19,7/18/2017 20:25,7/18/2017 20:40,0:05:58,0:20:52,B,7,1,5, $-   , $-   , $-   , $-   
17-0005387,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,7/18/2017 20:25,7/18/2017 20:24,7/18/2017 20:30,7/18/2017 20:45,0:05:23,0:20:11,B,3,1,4, $-   , $-   , $-   , $-   
17-0005388,100,"Assembly, other.",Assembly,311,Medical,EMS,None,7/18/2017 20:47,7/18/2017 20:47,7/18/2017 20:53,7/18/2017 20:54,0:05:53,0:07:08,B,4,1,4, $-   , $-   , $-   , $-   
17-0005389,429,Multifamily dwelling.,Residential,113,Fire,STRUCTURE,Automatic Aid Given,7/18/2017 20:45,7/18/2017 20:45,7/18/2017 20:53,7/18/2017 21:00,0:07:41,0:15:21,B,MVFD,3,8, $-   , $-   , $-   , $-   
17-0005390,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/18/2017 22:59,7/18/2017 22:59,7/18/2017 23:05,7/18/2017 23:38,0:05:47,0:38:37,B,7,1,3, $-   , $-   , $-   , $-   
17-0005391,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/19/2017 2:55,7/19/2017 2:55,7/19/2017 2:59,7/19/2017 3:11,0:03:57,0:15:47,B,8,1,5, $-   , $-   , $-   , $-   
17-0005394,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,None,7/19/2017 9:17,7/19/2017 9:16,7/19/2017 9:22,7/19/2017 9:40,0:05:42,0:23:48,A,1,2,7, $-   , $-   , $-   , $-   
17-0005395,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/19/2017 10:19,7/19/2017 10:18,7/19/2017 10:23,7/19/2017 10:31,0:04:56,0:12:57,A,8,1,4, $-   , $-   , $-   , $-   
17-0005396,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,Automatic Aid Received,7/19/2017 10:42,7/19/2017 10:39,7/19/2017 10:47,7/19/2017 11:01,0:08:12,0:22:03,A,1,6,19, $-   , $-   , $-   , $-   
17-0005397,569,"Professional supplies, services.",Business,311,Medical,EMS,Automatic Aid Received,7/19/2017 12:46,7/19/2017 12:46,7/19/2017 12:51,7/19/2017 13:00,0:05:18,0:14:04,A,9,1,4, $-   , $-   , $-   , $-   
17-0005398,529,"Textile, wearing apparel sales.",Business,461,Hazard,HAZARDOUS CONDITION,None,7/19/2017 12:49,7/19/2017 12:48,7/19/2017 12:53,7/19/2017 13:53,0:04:36,1:04:49,A,9,3,8, $-   , $-   , $-   , $-   
17-0005399,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/19/2017 12:52,7/19/2017 12:51,7/19/2017 12:58,7/19/2017 13:21,0:06:25,0:29:37,A,6,1,4, $-   , $-   , $-   , $-   
17-0005400,419,1- or 2-family dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,7/19/2017 12:58,7/19/2017 12:58,7/19/2017 13:03,7/19/2017 13:56,0:05:09,0:58:36,A,3,8,25,"$330,172 ","$5,000 ","$75,000 ","$1,500 "
17-0005401,961,Highway or divided highway.,Outside,321,Medical,EMS,Automatic Aid Given,7/19/2017 13:23,7/19/2017 13:20,7/19/2017 13:27,7/19/2017 13:45,0:06:42,0:24:21,A,WWFD,1,4, $-   , $-   , $-   , $-   
17-0005402,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/19/2017 13:30,7/19/2017 13:29,7/19/2017 13:35,7/19/2017 13:45,0:05:54,0:15:35,A,1,2,7, $-   , $-   , $-   , $-   
17-0005403,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/19/2017 13:37,7/19/2017 13:36,7/19/2017 13:42,7/19/2017 13:56,0:05:50,0:19:38,A,7,1,3, $-   , $-   , $-   , $-   
17-0005404,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/19/2017 14:56,7/19/2017 14:55,7/19/2017 14:59,7/19/2017 15:06,0:04:03,0:10:20,A,2,1,4, $-   , $-   , $-   , $-   
17-0005405,579,"Motor vehicle or boat sales, services.",Business,321,Medical,EMS,None,7/19/2017 15:05,7/19/2017 15:05,7/19/2017 15:05,7/19/2017 15:24,0:00:14,0:19:11,A,4,1,3, $-   , $-   , $-   , $-   
17-0005406,419,1- or 2-family dwelling.,Residential,553,No Hazard,ASSIST,None,7/19/2017 15:21,7/19/2017 15:21,7/19/2017 15:23,7/19/2017 15:28,0:02:03,0:07:48,A,4,1,4, $-   , $-   , $-   , $-   
17-0005407,599,Business office.,Business,321,Medical,EMS,None,7/19/2017 15:44,7/19/2017 15:43,7/19/2017 15:44,7/19/2017 16:41,0:00:46,0:57:23,A,6,1,3, $-   , $-   , $-   , $-   
17-0005408,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,7/19/2017 16:04,7/19/2017 16:04,7/19/2017 16:08,7/19/2017 16:26,0:03:32,0:21:42,A,1,1,4, $-   , $-   , $-   , $-   
17-0005409,429,Multifamily dwelling.,Residential,671,No Hazard,GOOD INTENT,None,7/19/2017 17:48,7/19/2017 17:45,7/19/2017 17:51,7/19/2017 18:00,0:05:44,0:14:48,A,8,2,7, $-   , $-   , $-   , $-   
17-0005410,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,Automatic Aid Received,7/19/2017 17:57,7/19/2017 17:56,7/19/2017 18:05,7/19/2017 18:23,0:08:15,0:26:30,A,1,1,4, $-   , $-   , $-   , $-   
17-0005411,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/19/2017 18:09,7/19/2017 18:09,7/19/2017 18:13,7/19/2017 18:29,0:04:21,0:20:20,A,9,1,4, $-   , $-   , $-   , $-   
17-0005413,599,Business office.,Business,322,Hazard,MVA,None,7/19/2017 18:50,7/19/2017 18:50,7/19/2017 18:53,7/19/2017 19:03,0:03:27,0:13:27,A,3,2,7, $-   , $-   , $-   , $-   
17-0005414,961,Highway or divided highway.,Outside,142,Fire,BRUSH FIRE,Automatic Aid Given,7/19/2017 19:13,7/19/2017 19:13,7/19/2017 19:23,7/19/2017 19:37,0:10:01,0:24:21,A,MVFD,2,7, $-   , $-   , $-   , $-   
17-0005415,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,7/19/2017 19:16,7/19/2017 19:16,,7/19/2017 19:20,,0:04:14,A,6,1,3, $-   , $-   , $-   , $-   
17-0005417,599,Business office.,Business,553,No Hazard,ASSIST,None,7/19/2017 19:30,7/19/2017 19:29,7/19/2017 19:34,7/19/2017 19:48,0:05:04,0:18:32,A,3,1,4, $-   , $-   , $-   , $-   
17-0005418,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/20/2017 1:06,7/20/2017 1:05,7/20/2017 1:09,7/20/2017 1:29,0:03:59,0:23:10,A,3,1,4, $-   , $-   , $-   , $-   
17-0005419,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/20/2017 1:49,7/20/2017 1:48,7/20/2017 1:54,7/20/2017 2:05,0:06:22,0:17:20,A,2,2,7, $-   , $-   , $-   , $-   
17-0005420,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,7/20/2017 10:16,7/20/2017 10:16,7/20/2017 10:18,7/20/2017 10:31,0:02:21,0:15:18,B,9,1,4, $-   , $-   , $-   , $-   
17-0005421,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Given,7/20/2017 10:27,7/20/2017 10:26,7/20/2017 10:32,7/20/2017 10:39,0:05:58,0:13:01,B,HSFD,1,3, $-   , $-   , $-   , $-   
17-0005422,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,7/20/2017 10:36,7/20/2017 10:35,7/20/2017 10:41,7/20/2017 10:41,0:05:21,0:05:31,B,4,1,4, $-   , $-   , $-   , $-   
17-0005423,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/20/2017 12:38,7/20/2017 12:37,7/20/2017 12:41,7/20/2017 12:46,0:03:33,0:08:59,B,5,1,4, $-   , $-   , $-   , $-   
17-0005424,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/20/2017 12:39,7/20/2017 12:38,7/20/2017 12:44,7/20/2017 12:57,0:05:24,0:19:20,B,9,1,4, $-   , $-   , $-   , $-   
17-0005426,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,7/20/2017 13:36,7/20/2017 13:36,7/20/2017 13:36,7/20/2017 14:00,0:00:13,0:24:55,B,6,2,7, $-   , $-   , $-   , $-   
